BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,GRID,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LATITUDE,LAUNDRY_ROOMS,LONGITUDE,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WARDNAME,WATER_PEN_EXT_BLDG_ELEMENTS,X,Y,YEAR_BUILT,YEAR_EVALUATED,YEAR_REGISTERED,_id
3,4,40,2,2,3,2017-12-12,3,3,3,3,2,2,W0724,3,2,3,43.7610772976,2,-79.5211616748,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154272,51,3,90 YORK GATE BLVD,2,N/A,07,Humber River-Black Creek,3,303080.68,4846568.193,1966,2017,,36504
N/A,3,11,N/A,3,3,2017-12-12,3,3,3,3,N/A,5,E2028,3,3,3,43.70565801,3,-79.2942743706,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152602,63,3,1043 VICTORIA PARK AVE,3,3,20,Scarborough Southwest,3,321364.674,4840431.61,1960,2017,2019,36505
N/A,3,11,N/A,3,3,2017-12-12,3,3,3,4,N/A,5,E2028,3,3,3,43.706282345,3,-79.294579639,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152604,63,2,1051 VICTORIA PARK AVE,3,3,20,Scarborough Southwest,3,321339.639,4840501.868,1954,2017,2019,36506
3,11,138,3,3,3,2017-12-12,2,3,3,3,2,4,W0725,3,3,3,43.761263869,3,-79.509638013,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154261,58,3,35 TOBERMORY DR,2,3,07,Humber River-Black Creek,3,304008.298,4846589.696,1969,2017,2017,36507
N/A,3,16,N/A,2,3,2017-12-12,2,2,2,2,N/A,5,N0632,2,3,4,43.72933702,2,-79.471517906,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154376,53,3,939-941 WILSON AVE,3,2,06,York Centre,2,307073.58,4843029.948,1953,2017,2017,36508
3,21,320,4,3,4,2017-12-12,3,4,4,3,3,5,N1533,4,3,3,43.7045421528,4,-79.3403837567,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154156,71,3,71 THORNCLIFFE PARK DR,3,4,15,Don Valley West,4,317648.798,4840299.515,1966,2017,2017,36509
3,17,308,4,4,3,2017-12-12,3,4,4,4,3,5,N1533,3,3,3,43.705284648,4,-79.341449141,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154157,72,4,75 THORNCLIFFE PARK DR,3,4,15,Don Valley West,4,317562.511,4840382.789,1966,2017,2017,36510
3,17,319,4,4,4,2017-12-12,4,4,4,4,3,5,N1533,4,3,3,43.7061382965,4,-79.341500497,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154158,74,4,79 THORNCLIFFE PARK DR,3,3,15,Don Valley West,4,317558.451,4840476.663,1966,2017,2017,36511
3,6,100,3,3,3,2017-12-12,3,4,4,3,3,5,W0130,3,3,3,43.7135169093,3,-79.5613583242,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155444,66,3,70 REXDALE BLVD,3,N/A,01,Etobicoke North,4,299840.021,4841286.219,1969,2017,2017,36512
N/A,4,21,N/A,3,3,2017-12-12,2,3,3,2,N/A,5,S1424,2,3,2,43.6791580686,3,-79.3585813036,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153618,57,3,852 BROADVIEW AVE,3,N/A,14,Toronto-Danforth,3,316187,4837476.8,1960,2017,2018,36513
2,7,80,3,3,3,2017-12-12,2,3,3,3,3,4,W0131,2,3,4,43.7176295755,3,-79.5558080485,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155420,60,3,2313 ISLINGTON AVE,4,N/A,01,Etobicoke North,3,300287.597,4841742.787,1964,2017,2018,36514
N/A,5,55,3,4,3,2017-12-12,3,4,4,3,4,5,S1935,4,3,3,43.680379606,3,-79.2994011124,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153708,71,4,5 BENLAMOND AVE,3,4,19,Beaches-East York,3,320958.234,4837622.283,1960,2017,2017,36515
3,4,32,3,2,3,2017-12-12,3,3,3,4,N/A,5,N1822,3,3,3,43.7749913097,3,-79.439415264,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154708,61,3,2 ANCONA ST,3,N/A,18,Willowdale,3,309661.717,4848115.514,,2017,2020,36516
2,14,305,3,3,2,2017-12-12,2,3,3,2,2,2,S1927,3,1,3,43.703305875,1,-79.298174928,19,N/A,3,PRIVATE,Building Audit,4154044,44,3,500 DAWES RD,1,2,19,Beaches-East York,1,321050.685,4840170.484,1966,2017,2018,36517
3,6,84,1,2,2,2017-12-12,3,3,3,3,N/A,3,S1927,3,3,3,43.706994795,2,-79.295836771,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154049,53,3,608 DAWES RD,2,3,19,Beaches-East York,3,321238.131,4840580.773,1959,2017,2018,36518
3,4,30,3,3,4,2017-12-12,3,3,4,4,N/A,4,N1822,3,3,3,43.7745588068,N/A,-79.4412316023,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154711,66,4,296 FINCH AVE W,3,N/A,18,Willowdale,3,309515.538,4848067.363,1962,2017,2020,36519
3,4,30,2,4,4,2017-12-12,3,3,4,3,N/A,4,N1822,3,3,4,43.7744429688,N/A,-79.4417362415,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154712,66,3,300 FINCH AVE W,3,N/A,18,Willowdale,4,309474.924,4848054.466,,2017,,36520
N/A,4,16,N/A,3,3,2017-12-12,2,3,3,3,N/A,4,S1937,3,3,3,43.667724652,3,-79.31265581,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153671,61,4,2 KINGSTON RD,3,N/A,19,Beaches-East York,3,319889.941,4836214.615,1970,2017,2017,36521
N/A,4,16,N/A,3,3,2017-12-12,2,3,3,3,N/A,4,S1937,3,3,3,43.667904365,3,-79.312792617,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156597,61,4,4 KINGSTON RD,3,N/A,19,Beaches-East York,3,319883.143,4836233.964,1970,2017,2017,36522
N/A,3,11,N/A,3,2,2017-12-12,3,3,3,3,N/A,5,S1935,2,2,2,43.6790469187,2,-79.2983798459,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153710,54,3,2 MAIN ST,2,2,19,Beaches-East York,3,321040.936,4837474.429,1910,2017,2017,36523
N/A,4,13,N/A,3,3,2017-12-12,3,3,3,3,N/A,4,N1535,2,3,3,43.7046543279,3,-79.3688048748,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154179,59,2,823 MILLWOOD RD,3,N/A,15,Don Valley West,3,315358.199,4840308.001,1950,2017,2017,36524
N/A,3,10,N/A,3,3,2017-12-12,3,3,3,3,N/A,5,N1531,2,3,3,43.7041064151,2,-79.3651837906,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154189,58,2,872 MILLWOOD RD,3,2,15,Don Valley West,3,315650.137,4840247.591,1939,2017,2019,36525
N/A,3,12,N/A,2,3,2017-12-12,3,4,4,2,N/A,5,S1924,3,3,2,43.7087775531,3,-79.310012242,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4288857,59,2,991 O'CONNOR DR,2,N/A,19,Beaches-East York,3,320095.516,4840775.215,1950,2017,2018,36526
N/A,3,20,N/A,3,3,2017-12-12,2,3,4,4,N/A,5,S1938,3,3,3,43.6703285166,2,-79.302100905,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4266442,63,4,125 KENILWORTH AVE,3,N/A,19,Beaches-East York,2,320743.2,4836505.1,1927,2017,2017,36527
3,3,13,N/A,3,3,2017-12-12,2,3,3,3,N/A,5,N1531,2,3,3,43.704897465,3,-79.361903925,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154188,59,2,18 KENRAE RD,3,3,15,Don Valley West,3,315914.058,4840336.839,1956,2017,2018,36528
N/A,4,19,N/A,3,3,2017-12-12,3,3,3,3,N/A,5,N1535,3,3,2,43.6978411603,3,-79.3717629159,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154181,61,3,1295 BAYVIEW AVE,3,N/A,15,Don Valley West,3,315120.979,4839550.775,1953,2017,2018,36529
N/A,4,19,N/A,3,3,2017-12-12,3,3,3,3,N/A,5,N1535,3,3,2,43.6980343959,3,-79.3718344399,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154182,63,4,1299 BAYVIEW AVE,3,N/A,15,Don Valley West,3,315115.179,4839572.236,1953,2017,2018,36530
4,4,20,N/A,3,3,2017-12-12,3,3,4,3,N/A,5,N1529,3,3,3,43.7159928067,3,-79.3775463517,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154206,66,4,1911 BAYVIEW AVE,3,N/A,15,Don Valley West,3,314651.793,4841566.606,1911,2017,2018,36531
3,4,23,N/A,3,3,2017-12-11,3,3,3,3,N/A,5,W0327,3,3,4,43.6403890443,3,-79.4907013619,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155291,66,3,39 RIVERWOOD PKWY,4,N/A,03,Etobicoke-Lakeshore,4,305534.583,4833160.229,1957,2017,2018,36532
N/A,3,18,N/A,3,4,2017-12-11,4,4,4,3,N/A,5,E2023,4,4,4,43.724479726,4,-79.2652034401,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152669,77,4,644 KENNEDY RD,4,N/A,20,Scarborough Southwest,4,323701.623,4842528.778,1954,2017,2019,36533
4,6,65,5,4,4,2017-12-11,4,4,4,4,N/A,5,N1626,4,4,4,43.7333994547,4,-79.3476283156,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154793,82,4,150 THE DONWAY W,4,N/A,16,Don Valley East,4,317059.04,4843504.301,1962,2017,2019,36534
3,4,42,2,2,2,2017-12-11,3,3,3,3,N/A,4,N0631,3,2,3,43.7210302198,2,-79.5035704823,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154391,54,3,1477 WILSON AVE,2,N/A,06,York Centre,3,304496.836,4842118.967,1958,2017,,36535
3,19,150,4,4,3,2017-12-11,3,3,4,3,4,4,W0524,3,3,3,43.7040183112,4,-79.5281921878,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155168,67,4,2240 WESTON RD,3,3,05,York South-Weston,3,302512.295,4840229.548,1967,2017,2017,36536
4,7,70,3,3,4,2017-12-11,4,4,4,3,N/A,5,N0832,3,4,4,43.7030025746,3,-79.4254211861,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153960,73,4,630 VESTA DR,3,4,08,Eglinton-Lawrence,4,310795.381,4840118.872,1959,2017,2018,36537
3,3,15,N/A,3,3,2017-12-11,2,3,4,4,N/A,5,W0130,2,3,3,43.7192557504,3,-79.5581150551,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155437,61,2,21 TORBOLTON DR,3,4,01,Etobicoke North,2,300101.833,4841923.575,1960,2017,2018,36538
N/A,4,34,N/A,3,3,2017-12-11,3,2,3,4,N/A,3,E2131,2,3,3,43.7290082864,2,-79.3040288132,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152636,56,2,1589 VICTORIA PARK AVE,3,3,21,Scarborough Centre,3,320572.398,4843023.848,1954,2017,2019,36539
N/A,4,54,N/A,2,2,2017-12-11,4,3,3,3,N/A,2,E2131,1,2,3,43.7297667593,1,-79.3043160261,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152637,51,3,1601 VICTORIA PARK AVE,3,3,21,Scarborough Centre,3,320549.063,4843108.053,1954,2017,2019,36540
3,4,54,N/A,2,2,2017-12-11,3,3,3,3,N/A,3,E2131,2,1,3,43.7303493806,1,-79.3045356684,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4152638,51,2,1607 VICTORIA PARK AVE,2,3,21,Scarborough Centre,3,320531.217,4843172.736,1954,2017,2019,36541
3,4,26,N/A,3,3,2017-12-11,3,4,4,4,N/A,5,E2131,2,3,3,43.732195062,1,-79.3052538634,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4152641,60,3,1637 VICTORIA PARK AVE,3,1,21,Scarborough Centre,2,320472.882,4843377.644,1954,2017,2019,36542
N/A,6,48,3,3,4,2017-12-11,3,2,3,3,N/A,4,S1322,4,3,3,43.6668374681,4,-79.3774688112,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153505,65,4,110 WELLESLEY ST E,3,N/A,13,Toronto Centre,3,314666.097,4836105.602,1931,2017,2019,36543
4,9,110,3,3,4,2017-12-11,4,3,4,3,3,5,E2133,2,3,3,43.7315303371,3,-79.2739396307,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152692,67,4,1 ROSEMOUNT DR,4,3,21,Scarborough Centre,3,322995.656,4843310.129,1972,2017,2017,36544
N/A,3,25,N/A,3,3,2017-12-11,3,3,3,3,N/A,3,S0937,3,3,2,43.6430244087,N/A,-79.4258043729,14,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153146,60,3,1182 QUEEN ST W,3,N/A,09,Davenport,4,310770.385,4833455.456,1915,2017,2017,36545
N/A,3,39,N/A,4,4,2017-12-11,3,3,4,3,N/A,5,S1424,3,3,2,43.676873305,3,-79.359171766,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153614,64,3,778 BROADVIEW AVE,2,N/A,14,Toronto-Danforth,3,316139.547,4837223.834,1929,2017,2019,36546
4,4,28,N/A,3,3,2017-12-11,4,4,4,3,N/A,5,S1223,4,4,3,43.681869047,4,-79.4287988671,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4156101,75,4,143 ARLINGTON AVE,3,N/A,12,Toronto-St. Paul's,4,310515.543,4837773.832,1930,2017,2019,36547
4,4,32,N/A,3,3,2017-12-11,4,4,4,3,N/A,5,S1223,4,4,3,43.6820017447,N/A,-79.4288451992,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4156623,74,4,145 ARLINGTON AVE,3,N/A,12,Toronto-St. Paul's,4,,,1930,2017,2019,36548
N/A,3,11,N/A,3,3,2017-12-11,3,3,4,3,N/A,5,W0522,2,3,3,43.720182196,3,-79.4809738459,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154358,63,3,2624 KEELE ST,3,N/A,05,York South-Weston,3,306317.523,4842024.9,1954,2017,,36549
N/A,3,17,N/A,3,3,2017-12-11,2,2,3,3,N/A,4,W0526,3,3,3,43.7097870925,3,-79.4788512552,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154355,60,3,2416 KEELE ST,3,4,05,York South-Weston,3,306488.836,4840870.115,1954,2017,,36550
N/A,3,12,N/A,2,3,2017-12-11,3,2,3,3,N/A,5,W0523,3,3,3,43.7099657266,2,-79.4779872702,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154304,56,3,2417 KEELE ST,3,N/A,05,York South-Weston,2,306558.457,4840889.976,1950,2017,2017,36551
3,3,16,N/A,3,3,2017-12-11,3,3,3,3,N/A,5,W0130,3,3,3,43.7196647917,3,-79.5577092738,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155438,63,2,2366 ISLINGTON AVE,3,N/A,01,Etobicoke North,4,300134.561,4841968.994,1950,2017,2017,36552
N/A,4,27,N/A,3,3,2017-12-11,2,2,3,2,N/A,3,S0937,3,3,3,43.6493592565,2,-79.4295355197,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153149,56,3,225 GLADSTONE AVE,3,N/A,09,Davenport,4,310468.764,4834158.985,1911,2017,2019,36553
N/A,3,19,2,3,3,2017-12-11,3,3,3,3,N/A,5,S0931,3,3,3,43.6688570495,3,-79.4381192033,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153104,63,3,1136 DUPONT ST,3,N/A,09,Davenport,4,309774.671,4836324.564,1975,2017,,36554
3,11,258,2,2,3,2017-12-11,3,3,2,3,3,3,N0625,4,3,3,43.746940764,3,-79.488468802,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154456,57,3,3390 KEELE ST,3,N/A,06,York Centre,3,305713.023,4844998.472,1965,2017,2017,36555
N/A,3,21,N/A,2,2,2017-12-11,3,3,3,3,N/A,3,W0523,2,2,3,43.7216077716,3,-79.4801053562,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154319,51,2,2645 KEELE ST,2,N/A,05,York South-Weston,3,306387.464,4842183.289,1953,2017,2018,36556
3,4,40,N/A,3,2,2017-12-11,3,3,4,3,N/A,5,W0525,3,3,3,43.708761092,2,-79.50573988,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155141,64,4,1860 JANE ST,3,3,05,York South-Weston,3,304321.91,4840755.962,1954,2017,2018,36557
3,3,11,N/A,3,2,2017-12-11,2,2,2,3,N/A,5,N0627,2,3,3,43.7321402537,2,-79.4838447849,16,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154422,53,3,2864 KEELE ST,3,N/A,06,York Centre,2,306085.967,4843353.326,1960,2017,2017,36558
3,11,82,4,3,3,2017-12-11,3,2,2,3,N/A,3,S0436,3,3,3,43.6389025378,3,-79.4370268337,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153025,56,2,182 JAMESON AVE,2,3,04,Parkdale-High Park,2,309865.315,4832996.847,1965,2017,2018,36559
4,8,47,4,4,4,2017-12-11,3,3,3,4,2,5,S0436,4,3,3,43.6391266318,3,-79.437146582,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153024,69,3,188 JAMESON AVE,3,N/A,04,Parkdale-High Park,3,309855.635,4833021.735,1960,2017,2017,36560
4,11,62,4,3,4,2017-12-11,4,3,3,4,N/A,5,S0436,3,4,4,43.6393484586,3,-79.4372340456,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153023,72,4,190 JAMESON AVE,3,N/A,04,Parkdale-High Park,3,309848.56,4833046.373,1963,2017,2019,36561
4,7,48,4,3,4,2017-12-11,3,3,3,3,3,5,N1530,3,3,3,43.7091008486,3,-79.3855304609,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153788,66,3,365 EGLINTON AVE E,3,N/A,15,Don Valley West,3,314009.544,4840800.059,1962,2017,2019,36562
4,4,31,N/A,3,3,2017-12-11,3,3,3,4,N/A,4,N1623,2,3,3,43.7359170321,3,-79.3507079954,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154801,63,3,868 LAWRENCE AVE E,3,N/A,16,Don Valley East,3,316810.449,4843783.545,1954,2017,2018,36563
3,3,12,N/A,3,3,2017-12-11,3,4,3,4,N/A,5,N1623,2,3,3,43.7361423501,3,-79.3497718848,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154800,64,3,874 LAWRENCE AVE E,3,3,16,Don Valley East,3,316885.812,4843808.714,1960,2017,,36564
N/A,3,11,N/A,3,3,2017-12-11,4,4,3,3,N/A,5,W0522,2,3,3,43.7199095737,3,-79.4810666478,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154357,65,3,331 FALSTAFF AVE,3,4,05,York South-Weston,3,306310.052,4841994.612,1957,2017,2020,36565
4,4,48,5,4,4,2017-12-11,4,4,4,4,N/A,5,N1626,4,4,4,43.7328949656,4,-79.3478617337,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154794,82,4,4 OVERLAND DR,4,N/A,16,Don Valley East,4,317113.567,4843461.388,1961,2017,2019,36566
2,3,11,N/A,2,2,2017-12-11,2,2,2,2,N/A,5,S1229,2,2,3,43.682454983,N/A,-79.425041007,14,N/A,N/A,PRIVATE,Building Audit,4155756,47,2,6 PINEWOOD AVE,2,N/A,12,Toronto-St. Paul's,3,310827.715,4837837.046,1927,2017,,36567
2,3,11,N/A,2,2,2017-12-11,2,2,2,2,N/A,5,S1229,2,2,2,43.682584046,2,-79.425180892,15,N/A,N/A,PRIVATE,Building Audit,4154973,44,2,8 PINEWOOD AVE,2,N/A,12,Toronto-St. Paul's,2,310816.424,4837851.375,1925,2017,,36568
3,32,163,4,3,4,2017-12-11,3,4,3,4,4,5,S1238,3,3,3,43.6875941833,4,-79.3924335004,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153746,70,4,40 PLEASANT BLVD,3,N/A,12,Toronto-St. Paul's,3,313456.285,4838409.917,1969,2017,2017,36569
4,32,163,4,3,3,2017-12-11,3,4,3,4,4,3,S1238,3,3,3,43.687754027,4,-79.391524865,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4284996,68,4,60 PLEASANT BLVD,3,N/A,12,Toronto-St. Paul's,3,313560.944,4838448.416,1969,2017,2017,36570
N/A,3,16,N/A,4,3,2017-12-11,4,3,3,4,N/A,4,S1937,2,3,3,43.667917594,4,-79.31255405,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4264078,67,3,6 KINGSTON RD,4,N/A,19,Beaches-East York,3,319902.465,4836237.652,1970,2017,2017,36571
N/A,3,16,N/A,4,4,2017-12-11,4,2,2,4,N/A,4,S1937,2,3,3,43.668121582,4,-79.312392609,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4264076,64,3,8 KINGSTON RD,3,N/A,19,Beaches-East York,3,319915.464,4836258.731,1970,2017,2017,36572
N/A,3,16,N/A,4,4,2017-12-11,4,2,2,4,N/A,5,S1937,2,3,3,43.668304546,3,-79.312459034,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156594,64,3,10 KINGSTON RD,3,N/A,19,Beaches-East York,3,319909.491,4836279.985,1970,2017,2017,36573
N/A,3,16,N/A,3,3,2017-12-11,3,2,2,4,N/A,5,S1937,2,3,3,43.668417027,4,-79.312246964,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4156593,61,3,12 KINGSTON RD,3,N/A,19,Beaches-East York,3,319927.584,4836291.402,1970,2017,2017,36574
N/A,3,23,N/A,3,3,2017-12-11,3,3,3,3,N/A,3,S1228,3,3,3,43.7056593617,3,-79.3894538234,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153777,60,3,676 MOUNT PLEASANT RD,3,N/A,12,Toronto-St. Paul's,3,313693.856,4840417.278,1955,2017,,36575
N/A,4,31,N/A,3,3,2017-12-11,3,3,3,2,N/A,3,S1425,2,2,2,43.678845919,N/A,-79.347817824,13,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153652,51,2,796 CARLAW AVE,2,N/A,14,Toronto-Danforth,3,317054.646,4837444.582,1922,2017,2018,36576
N/A,3,18,N/A,3,4,2017-12-11,4,4,4,3,N/A,5,E2023,4,4,4,43.724263108,4,-79.264921835,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152668,77,4,640 KENNEDY RD,4,N/A,20,Scarborough Southwest,4,323733.455,4842492.069,1955,2017,2019,36577
N/A,6,65,3,3,3,2017-12-11,3,3,3,3,N/A,4,S1321,2,3,3,43.6660925039,3,-79.3867723149,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153519,60,3,26 ST JOSEPH ST,3,3,13,Toronto Centre,3,313910.664,4836035.559,1920,2017,2018,36578
4,10,120,3,3,3,2017-12-08,3,3,4,4,3,5,E2330,3,3,3,43.7950106411,2,-79.2363445715,19,2,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152892,66,4,5600 SHEPPARD AVE E,3,N/A,23,Scarborough North,4,326001.927,4850371.395,1970,2017,2018,36579
N/A,4,33,2,3,3,2017-12-08,3,3,3,2,N/A,4,S0430,3,3,3,43.6414422476,3,-79.4724449481,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4152898,59,4,93 COE HILL DR,2,3,04,Parkdale-High Park,4,307007.546,4833277.515,1958,2017,2020,36580
N/A,3,11,N/A,2,2,2017-12-08,3,3,2,2,N/A,2,N0629,2,2,3,43.743260449,2,-79.4368250474,15,N/A,2,PRIVATE,Building Audit,4154589,44,2,23 ROSSEAU RD,2,N/A,06,York Centre,2,309872.882,4844590.495,1954,2017,,36581
3,4,44,N/A,3,3,2017-12-08,2,3,3,2,N/A,4,W0327,3,4,3,43.6392913192,3,-79.4876408475,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155252,61,3,167 STEPHEN DR,3,N/A,03,Etobicoke-Lakeshore,4,305781.53,4833038.307,1954,2017,2018,36583
3,4,21,N/A,4,3,2017-12-08,3,3,3,3,N/A,4,W0327,3,3,2,43.6403042877,N/A,-79.4914484566,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155292,60,3,47-49 RIVERWOOD PKWY,3,N/A,03,Etobicoke-Lakeshore,2,305474.305,4833150.807,1957,2017,2018,36584
3,3,12,N/A,3,3,2017-12-08,2,2,2,2,N/A,3,N0627,2,3,3,43.7339448513,2,-79.4841475929,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154427,51,2,2900 KEELE ST,3,N/A,06,York Centre,3,306061.54,4843553.804,1968,2017,2018,36585
3,3,41,3,2,3,2017-12-08,3,2,2,2,N/A,4,N0627,3,3,3,43.735849503,3,-79.484562864,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4154440,55,2,2960 KEELE ST,3,N/A,06,York Centre,3,306027.788,4843766.348,1965,2017,2018,36586
4,15,172,4,3,4,2017-12-08,3,3,3,4,4,4,N0624,3,3,4,43.7710438597,3,-79.4492292912,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154643,70,4,3 GOLDFINCH CRT,4,N/A,06,York Centre,3,308871.972,4847676.448,1964,2017,2017,36587
3,3,12,N/A,3,2,2017-12-08,3,3,3,2,N/A,3,N0629,2,2,3,43.7500169368,2,-79.4379486649,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4155767,51,2,10 ELLISON AVE,2,3,06,York Centre,3,309781.844,4845341.052,1960,2017,2017,36588
3,4,49,N/A,4,4,2017-12-08,3,3,4,3,N/A,5,W0536,3,3,3,43.689344093,3,-79.477497851,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4169221,69,4,2701 EGLINTON AVE W,3,N/A,05,York South-Weston,3,306598.205,4838599.952,1953,2017,2019,36589
3,3,21,N/A,3,2,2017-12-08,3,3,3,3,N/A,2,N0624,2,3,3,43.753413504,3,-79.452055484,16,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154636,54,2,15 WILMINGTON AVE,3,N/A,06,York Centre,3,308645.309,4845718.607,1958,2017,,36590
3,6,59,3,3,4,2017-12-08,3,3,3,3,N/A,5,W0231,3,4,4,43.648259011,4,-79.567760603,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4289046,71,4,505 THE WEST MALL,4,N/A,02,Etobicoke Centre,4,299325.76,4834040.227,1962,2017,2018,36591
